date;permco;ret;vol
2003-01-09;7.0;0.008934715762734413;3912214.0
2003-01-10;7.0;0.00272479304112494;3217724.0
2003-01-13;7.0;-0.006114140618592501;3235991.0
2003-01-14;7.0;-0.001367085264064372;3814878.0
2003-01-15;7.0;-0.01232028473168612;6891733.0
2003-01-16;7.0;0.01316698361188173;10157095.0
2003-01-17;7.0;-0.03556768223643303;4827733.0
2003-01-21;7.0;-0.005673753097653389;4672046.0
2003-01-22;7.0;-0.009985758922994137;3916461.0
2003-01-23;7.0;0.02089336887001991;4154851.0
2003-01-24;7.0;-0.02611149474978447;5600890.0
2003-01-27;7.0;0.02391303703188896;7029844.0
2003-01-28;7.0;0.03184711933135986;5193891.0
2003-01-29;7.0;0.02400551363825798;6764286.0
2003-01-30;7.0;-0.04085737466812134;7349257.0
2003-01-31;7.0;0.002793293446302414;6174846.0
2003-02-03;7.0;0.02089137956500053;4828377.0
2003-02-04;7.0;-0.004092732910066843;5762951.0
2003-02-05;7.0;-0.0102740116417408;4032939.0
2003-02-06;7.0;-0.001384048722684383;3255721.0
2003-02-07;7.0;-0.01940406672656536;4888805.0
